Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35011,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3150,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,146,Mil Reais,-,Mil Reais,2661,Mil Reais,358,Mil Reais,...,Mil Reais,-,Mil Reais,16760,Mil Reais,16760,Mil Reais,-,Mil Reais,...,Mil Reais,919285,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1030,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8455,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1125,Mil Reais,285,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11302,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,76273,Mil Reais,1474,Mil Reais,-,Mil Reais,4265,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1120,2020
35012,1177,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,29,Mil Reais,-,Mil Reais,-,Mil Reais,2178,Mil Reais,-,Mil Reais,-,Mil Reais,176,Mil Reais,...,Mil Reais,-,Mil Reais,826028,Mil Reais,826028,Mil Reais,-,Mil Reais,...,Mil Reais,328025,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,1357,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,773,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,72456,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,422,Mil Reais,-,Mil Reais,16,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,20064,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,19807,Mil Reais,190,Mil Reais,-,Mil Reais,1404,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,539,2020
35013,13624,Mil Reais,274,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,225,Mil Reais,140130,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1916,Mil Reais,2180,Mil Reais,-,Mil Reais,3251,Mil Reais,...,Mil Reais,-,Mil Reais,1892,Mil Reais,1892,Mil Reais,-,Mil Reais,...,Mil Reais,1585540,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,85432,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,63,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,57,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,50763,Mil Reais,-,Mil Reais,-,Mil Reais,306991,Mil Reais,244864,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,413,Mil Reais,-,Mil Reais,9356,Mil Reais,82191,Mil Reais,2038,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,20838,Mil Reais,-,Mil Reais,1990,Mil Reais,-,Mil Reais,150,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,70235,Mil Reais,29,Mil Reais,34229,Mil Reais,10385,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,155,2020
35014,10779,Mil Reais,114,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,266,Mil Reais,94349,Mil Reais,154,Mil Reais,-,Mil Reais,-,Mil Reais,4898,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,29205,Mil Reais,29205,Mil Reais,-,Mil Reais,...,Mil Reais,2132355,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,431,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,444,Mil Reais,-,Mil Reais,-,Mil Reais,69912,Mil Reais,3590,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,79,Mil Reais,-,Mil Reais,2578,Mil Reais,1829,Mil Reais,105,Mil Reais,-,Mil Reais,20,Mil Reais,-,Mil Reais,38981,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,86407,Mil Reais,370,Mil Reais,97,Mil Reais,5690,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35015,8429,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2512,Mil Reais,73,Mil Reais,-,Mil Reais,-,Mil Reais,316,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,427554,Mil Reais,427554,Mil Reais,-,Mil Reais,...,Mil Reais,660381,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,2432,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1723,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,27,Mil Reais,-,Mil Reais,-,Mil Reais,69352,Mil Reais,601,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,926,Mil Reais,3938,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,50988,Mil Reais,-,Mil Reais,420,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,68735,Mil Reais,3424,Mil Reais,164,Mil Reais,100,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35016,1252,Mil Reais,79631,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5592,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30223,Mil Reais,-,Mil Reais,-,Mil Reais,12597,Mil Reais,...,Mil Reais,-,Mil Reais,83,Mil Reais,83,Mil Reais,-,Mil Reais,...,Mil Reais,1316786,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,560,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,49848,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7753,Mil Reais,-,Mil Reais,-,Mil Reais,47374,Mil Reais,9824,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4463,Mil Reais,3960,Mil Reais,218,Mil Reais,-,Mil Reais,835,Mil Reais,-,Mil Reais,37819,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,40099,Mil Reais,2230,Mil Reais,3522,Mil Reais,41234,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2808,Mil Reais,55,2020
35017,-,Mil Reais,4497,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5031,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4009,Mil Reais,-,Mil Reais,-,Mil Reais,16792,Mil Reais,...,Mil Reais,-,Mil Reais,538,Mil Reais,538,Mil Reais,-,Mil Reais,...,Mil Reais,1297853,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,15700,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,950,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,273,Mil Reais,-,Mil Reais,-,Mil Reais,20752,Mil Reais,1327,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1156,Mil Reais,-,Mil Reais,4004,Mil Reais,784,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,38263,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,85677,Mil Reais,2235,Mil Reais,704,Mil Reais,8050,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,73,Mil Reais,-,2020
35018,328,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,27888,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12925,Mil Reais,35035,Mil Reais,-,Mil Reais,32985,Mil Reais,...,Mil Reais,-,Mil Reais,5889,Mil Reais,5889,Mil Reais,-,Mil Reais,...,Mil Reais,883862,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,350,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,302,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1037,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,540,Mil Reais,-,Mil Reais,1385,Mil Reais,198,Mil Reais,166,Mil Reais,-,Mil Reais,426,Mil Reais,-,Mil Reais,44265,Mil Reais,-,Mil Reais,24,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,151508,Mil Reais,11813,Mil Reais,40,Mil Reais,560,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35019,2584,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,140863,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6009,Mil Reais,3412,Mil Reais,-,Mil Reais,10962,Mil Reais,...,Mil Reais,-,Mil Reais,7407,Mil Reais,7335,Mil Reais,72,Mil Reais,...,Mil Reais,576498,Mil Reais,...,Mil Reais,500,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,662,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1999,Mil Reais,-,Mil Reais,-,Mil Reais,142492,Mil Reais,3316,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,19698,Mil Reais,1102,Mil Reais,192,Mil Reais,-,Mil Reais,4260,Mil Reais,-,Mil Reais,11264,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,20796,Mil Reais,100,Mil Reais,-,Mil Reais,22722,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35020,8993,Mil Reais,4251,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,67048,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3084,Mil Reais,1748,Mil Reais,-,Mil Reais,15038,Mil Reais,...,Mil Reais,-,Mil Reais,25884,Mil Reais,25864,Mil Reais,21,Mil Reais,...,Mil Reais,848911,Mil Reais,...,Mil Reais,2277,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1162,Mil Reais,-,Mil Reais,-,Mil Reais,493,Mil Reais,4329,Mil Reais,-,Mil Reais,-,Mil Reais,701896,Mil Reais,21354,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,41,Mil Reais,-,Mil Reais,20333,Mil Reais,87,Mil Reais,1090,Mil Reais,-,Mil Reais,45770,Mil Reais,-,Mil Reais,23696,Mil Reais,-,Mil Reais,131,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,74427,Mil Reais,1286,Mil Reais,43113,Mil Reais,16657,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,664,2020
35021,1849,Mil Reais,219,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,17660,Mil Reais,36,Mil Reais,-,Mil Reais,-,Mil Reais,1132,Mil Reais,-,Mil Reais,-,Mil Reais,232,Mil Reais,...,Mil Reais,-,Mil Reais,64311,Mil Reais,64311,Mil Reais,-,Mil Reais,...,Mil Reais,943470,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,22,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,900,Mil Reais,-,Mil Reais,-,Mil Reais,180,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,53415,Mil Reais,3936,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2305,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1168,Mil Reais,-,Mil Reais,20765,Mil Reais,-,Mil Reais,336,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,77105,Mil Reais,1300,Mil Reais,20534,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35022,7653,Mil Reais,1248,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,130800,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,45444,Mil Reais,-,Mil Reais,240905,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,42205,Mil Reais,42205,Mil Reais,-,Mil Reais,...,Mil Reais,299486,Mil Reais,...,Mil Reais,1738,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,813,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,237843,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4934,Mil Reais,-,Mil Reais,-,Mil Reais,637198,Mil Reais,23220,Mil Reais,-,Mil Reais,2100,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3829,Mil Reais,-,Mil Reais,438,Mil Reais,-,Mil Reais,7200,Mil Reais,-,Mil Reais,399189,Mil Reais,-,Mil Reais,24,Mil Reais,-,Mil Reais,8064,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,450623,Mil Reais,21978,Mil Reais,2509,Mil Reais,-,Mil Reais,95783,Mil Reais,3320,Mil Reais,-,Mil Reais,-,Mil Reais,206,2020
35023,855,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,191,Mil Reais,-,Mil Reais,-,Mil Reais,844,Mil Reais,49,Mil Reais,10385,Mil Reais,481,Mil Reais,...,Mil Reais,-,Mil Reais,18891,Mil Reais,18891,Mil Reais,-,Mil Reais,...,Mil Reais,450598,Mil Reais,...,Mil Reais,533,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12366,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,317515,Mil Reais,12468,Mil Reais,-,Mil Reais,450,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11218,Mil Reais,-,Mil Reais,202,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,25683,Mil Reais,-,Mil Reais,-,Mil Reais,89,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18462,Mil Reais,305,Mil Reais,6499,Mil Reais,4210,Mil Reais,2791,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,319,2020
35024,6914,Mil Reais,1515,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,85266,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8695,Mil Reais,2420,Mil Reais,-,Mil Reais,2708,Mil Reais,...,Mil Reais,-,Mil Reais,4550,Mil Reais,4550,Mil Reais,-,Mil Reais,...,Mil Reais,1632795,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,320,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2376,Mil Reais,420,Mil Reais,-,Mil Reais,1578,Mil Reais,46727,Mil Reais,-,Mil Reais,-,Mil Reais,531019,Mil Reais,38561,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,472,Mil Reais,-,Mil Reais,23385,Mil Reais,13053,Mil Reais,185,Mil Reais,-,Mil Reais,66417,Mil Reais,-,Mil Reais,35227,Mil Reais,-,Mil Reais,692,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,86791,Mil Reais,3473,Mil Reais,4929,Mil Reais,2135,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,102,2020
35025,2243,Mil Reais,56,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4140,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,639,Mil Reais,-,Mil Reais,14545,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,15987,Mil Reais,15987,Mil Reais,-,Mil Reais,...,Mil Reais,730566,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,68,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,27,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5799,Mil Reais,-,Mil Reais,-,Mil Reais,230228,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2509,Mil Reais,-,Mil Reais,1161,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,21274,Mil Reais,-,Mil Reais,32,Mil Reais,-,Mil Reais,317,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18448,Mil Reais,-,Mil Reais,-,Mil Reais,1266,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35026,936,Mil Reais,38,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,60,Mil Reais,10098,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4495,Mil Reais,-,Mil Reais,5,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,27158,Mil Reais,27158,Mil Reais,-,Mil Reais,...,Mil Reais,314006,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1392,Mil Reais,-,Mil Reais,-,Mil Reais,344,Mil Reais,405,Mil Reais,-,Mil Reais,-,Mil Reais,151586,Mil Reais,27221,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4478,Mil Reais,52,Mil Reais,202,Mil Reais,-,Mil Reais,10,Mil Reais,-,Mil Reais,15704,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,10,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,17496,Mil Reais,812,Mil Reais,3979,Mil Reais,1677,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35027,11619,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,104,Mil Reais,-,Mil Reais,545,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6326,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,8300,Mil Reais,8300,Mil Reais,-,Mil Reais,...,Mil Reais,655051,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,146,Mil Reais,-,Mil Reais,-,Mil Reais,174,Mil Reais,172,Mil Reais,-,Mil Reais,-,Mil Reais,202699,Mil Reais,1819,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14141,Mil Reais,1754,Mil Reais,368,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,41359,Mil Reais,-,Mil Reais,193,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,59713,Mil Reais,456,Mil Reais,7611,Mil Reais,5530,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35028,522,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,16,Mil Reais,4,Mil Reais,-,Mil Reais,-,Mil Reais,6656,Mil Reais,1088,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,406,Mil Reais,406,Mil Reais,-,Mil Reais,...,Mil Reais,688761,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,49,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1375,Mil Reais,-,Mil Reais,18,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,80392,Mil Reais,216,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11176,Mil Reais,-,Mil Reais,504,Mil Reais,-,Mil Reais,714,Mil Reais,-,Mil Reais,25126,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6241,Mil Reais,74,Mil Reais,1869,Mil Reais,1011,Mil Reais,48,Mil Reais,-,Mil Reais,-,Mil Reais,48,Mil Reais,475,2020
35029,6502,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,1607,Mil Reais,-,Mil Reais,401,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6446,Mil Reais,-,Mil Reais,13892,Mil Reais,403,Mil Reais,...,Mil Reais,-,Mil Reais,13423,Mil Reais,13423,Mil Reais,-,Mil Reais,...,Mil Reais,376464,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3620,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,222376,Mil Reais,3336,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,210,Mil Reais,-,Mil Reais,3896,Mil Reais,2871,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,80177,Mil Reais,-,Mil Reais,315,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,49545,Mil Reais,730,Mil Reais,7964,Mil Reais,8783,Mil Reais,1929,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35030,12807,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,398,Mil Reais,-,Mil Reais,-,Mil Reais,1704,Mil Reais,6692,Mil Reais,1085,Mil Reais,291841,Mil Reais,3618,Mil Reais,...,Mil Reais,-,Mil Reais,675360,Mil Reais,675360,Mil Reais,-,Mil Reais,...,Mil Reais,509891,Mil Reais,...,Mil Reais,140,Mil Reais,-,Mil Reais,102688,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,58654,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,799357,Mil Reais,8474,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11164,Mil Reais,2760,Mil Reais,777,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,204013,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,352,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,80191,Mil Reais,1955,Mil Reais,16461,Mil Reais,16440,Mil Reais,278,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1885,2020
