Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35057,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35058,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,160,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,12,Mil Reais,12,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,17,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,82,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35059,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,...,Mil Reais,2059,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,122,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,145,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,282,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35060,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,53,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,19,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,153,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35061,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,940,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,9,Mil Reais,9,Mil Reais,-,Mil Reais,...,Mil Reais,180,Mil Reais,...,Mil Reais,64,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,152,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,70,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2020
35062,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,353,Mil Reais,492,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,259,Mil Reais,...,Mil Reais,16611,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,383,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2137,Mil Reais,-,Mil Reais,-,Mil Reais,180,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5272,Mil Reais,-,Mil Reais,806,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,43,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1380,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4693,Mil Reais,18785,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,420,2020
35063,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,Mil Reais,...,2020
25014,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,12,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,343,Mil Reais,2311,Mil Reais,30,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,9,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,559,Mil Reais,1223,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,146,Mil Reais,322,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,621,Mil Reais,20,Mil Reais,72,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,80,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,234,Mil Reais,-,Mil Reais,-,Mil Reais,1186,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
31026,-,Mil Reais,220,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,3116,Mil Reais,-,Mil Reais,59,Mil Reais,198,Mil Reais,-,Mil Reais,292,Mil Reais,-,Mil Reais,3268,Mil Reais,107,Mil Reais,...,Mil Reais,-,Mil Reais,5482,Mil Reais,5482,Mil Reais,-,Mil Reais,...,Mil Reais,196368,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,2248,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8106,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,288,Mil Reais,-,Mil Reais,-,Mil Reais,1605,Mil Reais,264,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2688,Mil Reais,15,Mil Reais,646,Mil Reais,-,Mil Reais,713,Mil Reais,-,Mil Reais,16204,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,38727,Mil Reais,529,Mil Reais,-,Mil Reais,224,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35001,-,Mil Reais,487,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,46696,Mil Reais,230,Mil Reais,-,Mil Reais,27362,Mil Reais,...,Mil Reais,-,Mil Reais,159,Mil Reais,159,Mil Reais,-,Mil Reais,...,Mil Reais,397708,Mil Reais,...,Mil Reais,350,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,422,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,26,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,458,Mil Reais,-,Mil Reais,-,Mil Reais,204848,Mil Reais,66306,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1081,Mil Reais,-,Mil Reais,3062,Mil Reais,2598,Mil Reais,400,Mil Reais,-,Mil Reais,84,Mil Reais,-,Mil Reais,7213,Mil Reais,-,Mil Reais,111,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6730,Mil Reais,140,Mil Reais,21179,Mil Reais,23348,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,131,Mil Reais,74121,2019
35002,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,16276,Mil Reais,-,Mil Reais,-,Mil Reais,29760,Mil Reais,...,Mil Reais,-,Mil Reais,656,Mil Reais,656,Mil Reais,-,Mil Reais,...,Mil Reais,399259,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,70024,Mil Reais,11861,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2376,Mil Reais,-,Mil Reais,8410,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6974,Mil Reais,811,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35003,103,Mil Reais,638,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,26137,Mil Reais,-,Mil Reais,6489,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8455,Mil Reais,-,Mil Reais,-,Mil Reais,67948,Mil Reais,...,Mil Reais,-,Mil Reais,561,Mil Reais,561,Mil Reais,-,Mil Reais,...,Mil Reais,502127,Mil Reais,...,Mil Reais,18,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,356,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3725,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,33,Mil Reais,-,Mil Reais,-,Mil Reais,82670,Mil Reais,3671,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,407,Mil Reais,977,Mil Reais,-,Mil Reais,-,Mil Reais,76,Mil Reais,-,Mil Reais,9686,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,25774,Mil Reais,188,Mil Reais,4389,Mil Reais,37568,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3552,2019
35004,3655,Mil Reais,1240,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,6910,Mil Reais,-,Mil Reais,67267,Mil Reais,2,Mil Reais,-,Mil Reais,-,Mil Reais,6735,Mil Reais,249,Mil Reais,-,Mil Reais,191245,Mil Reais,...,Mil Reais,-,Mil Reais,1516,Mil Reais,1516,Mil Reais,-,Mil Reais,...,Mil Reais,2293849,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,150,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2036,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,632,Mil Reais,-,Mil Reais,-,Mil Reais,36,Mil Reais,762,Mil Reais,-,Mil Reais,-,Mil Reais,528048,Mil Reais,17088,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,986,Mil Reais,-,Mil Reais,4844,Mil Reais,6473,Mil Reais,-,Mil Reais,-,Mil Reais,686,Mil Reais,-,Mil Reais,45780,Mil Reais,-,Mil Reais,137,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,59032,Mil Reais,1401,Mil Reais,5168,Mil Reais,32332,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,49,Mil Reais,171,2019
35005,886,Mil Reais,168,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12722,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,481,Mil Reais,2396,Mil Reais,-,Mil Reais,15968,Mil Reais,...,Mil Reais,-,Mil Reais,193,Mil Reais,193,Mil Reais,-,Mil Reais,...,Mil Reais,666844,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,28,Mil Reais,-,Mil Reais,-,Mil Reais,156,Mil Reais,1725,Mil Reais,-,Mil Reais,-,Mil Reais,114441,Mil Reais,93952,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30,Mil Reais,115,Mil Reais,1311,Mil Reais,3234,Mil Reais,420,Mil Reais,-,Mil Reais,125,Mil Reais,-,Mil Reais,2283,Mil Reais,-,Mil Reais,897,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6467,Mil Reais,-,Mil Reais,3486,Mil Reais,126,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,74,2019
35006,-,Mil Reais,1033,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1143,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,16514,Mil Reais,-,Mil Reais,-,Mil Reais,10194,Mil Reais,...,Mil Reais,-,Mil Reais,14,Mil Reais,14,Mil Reais,-,Mil Reais,...,Mil Reais,294897,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,887,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8482,Mil Reais,194,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,236,Mil Reais,2182,Mil Reais,-,Mil Reais,-,Mil Reais,830,Mil Reais,-,Mil Reais,7756,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,10230,Mil Reais,258,Mil Reais,-,Mil Reais,180,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35007,277,Mil Reais,233,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,10378,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,607,Mil Reais,-,Mil Reais,-,Mil Reais,78169,Mil Reais,...,Mil Reais,-,Mil Reais,328,Mil Reais,328,Mil Reais,-,Mil Reais,...,Mil Reais,350337,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,45,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,227,Mil Reais,-,Mil Reais,-,Mil Reais,23856,Mil Reais,1738,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,341,Mil Reais,8024,Mil Reais,-,Mil Reais,-,Mil Reais,132,Mil Reais,-,Mil Reais,6894,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12256,Mil Reais,54,Mil Reais,3291,Mil Reais,5441,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35008,1036,Mil Reais,54,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,23051,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5815,Mil Reais,23,Mil Reais,-,Mil Reais,12904,Mil Reais,...,Mil Reais,-,Mil Reais,251,Mil Reais,251,Mil Reais,-,Mil Reais,...,Mil Reais,569309,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,180,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,35,Mil Reais,-,Mil Reais,70,Mil Reais,-,Mil Reais,3573,Mil Reais,-,Mil Reais,-,Mil Reais,88072,Mil Reais,346723,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,25,Mil Reais,1343,Mil Reais,10273,Mil Reais,-,Mil Reais,-,Mil Reais,7,Mil Reais,-,Mil Reais,6124,Mil Reais,-,Mil Reais,3475,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1552,Mil Reais,2,Mil Reais,18460,Mil Reais,11055,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35009,11,Mil Reais,2185,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,26527,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1327,Mil Reais,-,Mil Reais,-,Mil Reais,30674,Mil Reais,...,Mil Reais,-,Mil Reais,25,Mil Reais,25,Mil Reais,-,Mil Reais,...,Mil Reais,818010,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,523,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1238,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,304007,Mil Reais,693,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,66,Mil Reais,-,Mil Reais,1541,Mil Reais,39,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12976,Mil Reais,-,Mil Reais,744,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18610,Mil Reais,323,Mil Reais,457,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35010,1896,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9835,Mil Reais,319,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5041,Mil Reais,...,Mil Reais,-,Mil Reais,24323,Mil Reais,24323,Mil Reais,-,Mil Reais,...,Mil Reais,2028582,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,28677,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,127,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,638,Mil Reais,228,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,102989,Mil Reais,-,Mil Reais,22,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,269669,Mil Reais,11511,Mil Reais,-,Mil Reais,206355,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,20,2019
35011,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,3010,Mil Reais,-,Mil Reais,1891,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,77,Mil Reais,-,Mil Reais,3739,Mil Reais,448,Mil Reais,...,Mil Reais,-,Mil Reais,12025,Mil Reais,12025,Mil Reais,-,Mil Reais,...,Mil Reais,689464,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1048,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8628,Mil Reais,36,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,763,Mil Reais,220,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6851,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,64910,Mil Reais,928,Mil Reais,-,Mil Reais,1593,Mil Reais,445,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1040,2019
