cod_regiao;Abacate;;Abacaxi*;;Açaí;;Alfafa fenada;;Algodão arbóreo (em caroço);;Algodão herbáceo (em caroço);;Alho;;Amendoim (em casca);;Arroz (em casca);;Aveia (em grão);;Azeitona;;Banana (cacho);;Batata-doce;;Batata-inglesa;;Borracha (látex coagulado);;Borracha (látex líquido);;Cacau (em amêndoa);;Café (em grão) Total;;Café (em grão) Arábica;;Café (em grão) Canephora;;Caju;;Cana-de-açúcar;;Cana para forragem;;Caqui;;Castanha de caju;;Cebola;;Centeio (em grão);;Cevada (em grão);;Chá-da-índia (folha verde);;Coco-da-baía*;;Dendê (cacho de coco);;Erva-mate (folha verde);;Ervilha (em grão);;Fava (em grão);;Feijão (em grão);;Figo;;Fumo (em folha);;Girassol (em grão);;Goiaba;;Guaraná (semente);;Juta (fibra);;Laranja;;Limão;;Linho (semente);;Maçã;;Malva (fibra);;Mamão;;Mamona (baga);;Mandioca;;Manga;;Maracujá;;Marmelo;;Melancia;;Melão;;Milho (em grão);;Noz (fruto seco);;Palmito;;Pera;;Pêssego;;Pimenta-do-reino;;Rami (fibra);;Sisal ou agave (fibra);;Soja (em grão);;Sorgo (em grão);;Tangerina;;Tomate;;Trigo (em grão);;Triticale (em grão);;Tungue (fruto seco);;Urucum (semente);;Uva;
35051;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;33567;Toneladas;-;Toneladas;-;Toneladas;2527;Toneladas;30;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;8967;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;148;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;390;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1132;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1627;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;810;Toneladas;-;Toneladas;453;Toneladas;2259;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;42;Toneladas
35052;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;12;Toneladas;-;Toneladas;-;Toneladas;1274;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;12825;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;127;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;35;Toneladas;-;Toneladas;-;Toneladas;640;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;500;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1732;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;20;Toneladas;50;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35053;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;12;Toneladas;-;Toneladas;-;Toneladas;750;Toneladas;-;Toneladas;180;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;1190;Toneladas;...;Toneladas;45;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;221;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;584;Toneladas;-;Toneladas;292;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;5748;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;458;Toneladas;927;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35054;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;5430;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;560;Toneladas;-;Toneladas;20;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;430;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35055;36;Toneladas;275;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;9142;Toneladas;-;Toneladas;-;Toneladas;595310;Toneladas;226;Toneladas;-;Toneladas;413;Toneladas;...;Toneladas;-;Toneladas;15;Toneladas;7;Toneladas;8;Toneladas;...;Toneladas;1778;Toneladas;...;Toneladas;167;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;210;Toneladas;155;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;209;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1965;Toneladas;-;Toneladas;-;Toneladas;6305;Toneladas;374;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;24;Toneladas;-;Toneladas;11911;Toneladas;-;Toneladas;4953;Toneladas;-;Toneladas;382;Toneladas;-;Toneladas;1183;Toneladas;-;Toneladas;30290;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;29348;Toneladas;50;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35056;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;129342;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;180;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1644;Toneladas;-;Toneladas;90;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1410;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35057;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;4;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;5;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35058;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;97;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;2;Toneladas;2;Toneladas;-;Toneladas;...;Toneladas;2;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;4;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;81;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35059;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;...;Toneladas;1292;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;69;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;100;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;240;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35060;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;39;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;40;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;23;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;73;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35061;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;570;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;1;Toneladas;1;Toneladas;-;Toneladas;...;Toneladas;180;Toneladas;...;Toneladas;10;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;38;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;62;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas
35062;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;235;Toneladas;293;Toneladas;-;Toneladas;...;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;...;Toneladas;1000;Toneladas;...;Toneladas;14234;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;81;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;966;Toneladas;-;Toneladas;-;Toneladas;100;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;4880;Toneladas;-;Toneladas;277;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;87;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;250;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;1820;Toneladas;6300;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;-;Toneladas;40;Toneladas
35063;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas;...;Toneladas
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
