Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35021,126,Hectares,7,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,1731,Hectares,18,Hectares,-,Hectares,-,Hectares,37,Hectares,-,Hectares,-,Hectares,34,Hectares,...,Hectares,-,Hectares,4566,Hectares,4566,Hectares,-,Hectares,...,Hectares,217885,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,106,Hectares,-,Hectares,-,Hectares,150,Hectares,-,Hectares,-,Hectares,-,Hectares,2756,Hectares,256,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,248,Hectares,-,Hectares,-,Hectares,-,Hectares,73,Hectares,-,Hectares,5656,Hectares,-,Hectares,13,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12162,Hectares,999,Hectares,480,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35022,278,Hectares,32,Hectares,-,Hectares,...,Hectares,-,Hectares,5300,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,927,Hectares,-,Hectares,4270,Hectares,-,Hectares,...,Hectares,-,Hectares,3324,Hectares,3324,Hectares,-,Hectares,...,Hectares,54027,Hectares,...,Hectares,42,Hectares,-,Hectares,-,Hectares,-,Hectares,170,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,19310,Hectares,-,Hectares,-,Hectares,-,Hectares,67,Hectares,-,Hectares,-,Hectares,27630,Hectares,781,Hectares,-,Hectares,28,Hectares,-,Hectares,-,Hectares,-,Hectares,358,Hectares,-,Hectares,11,Hectares,-,Hectares,200,Hectares,-,Hectares,50650,Hectares,-,Hectares,10,Hectares,-,Hectares,190,Hectares,-,Hectares,-,Hectares,-,Hectares,73430,Hectares,7200,Hectares,49,Hectares,-,Hectares,24000,Hectares,1550,Hectares,-,Hectares,-,Hectares,5,2020
35023,66,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,38,Hectares,-,Hectares,-,Hectares,23,Hectares,3,Hectares,163,Hectares,59,Hectares,...,Hectares,-,Hectares,2281,Hectares,2281,Hectares,-,Hectares,...,Hectares,80197,Hectares,...,Hectares,8,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1552,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12286,Hectares,406,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,1677,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,8547,Hectares,-,Hectares,-,Hectares,8,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4296,Hectares,143,Hectares,288,Hectares,34,Hectares,980,Hectares,-,Hectares,-,Hectares,-,Hectares,3,2020
35024,183,Hectares,35,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,11970,Hectares,-,Hectares,-,Hectares,-,Hectares,282,Hectares,189,Hectares,-,Hectares,408,Hectares,...,Hectares,-,Hectares,349,Hectares,349,Hectares,-,Hectares,...,Hectares,284245,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,210,Hectares,6,Hectares,-,Hectares,550,Hectares,1094,Hectares,-,Hectares,-,Hectares,28650,Hectares,1840,Hectares,-,Hectares,-,Hectares,-,Hectares,16,Hectares,-,Hectares,1219,Hectares,864,Hectares,3,Hectares,-,Hectares,1850,Hectares,-,Hectares,8110,Hectares,-,Hectares,36,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16383,Hectares,1220,Hectares,264,Hectares,18,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,2020
35025,70,Hectares,2,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,450,Hectares,-,Hectares,-,Hectares,-,Hectares,15,Hectares,-,Hectares,280,Hectares,-,Hectares,...,Hectares,-,Hectares,1624,Hectares,1624,Hectares,-,Hectares,...,Hectares,115600,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,78,Hectares,-,Hectares,-,Hectares,10277,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,205,Hectares,-,Hectares,46,Hectares,-,Hectares,-,Hectares,-,Hectares,3965,Hectares,-,Hectares,4,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,3770,Hectares,-,Hectares,-,Hectares,9,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35026,55,Hectares,2,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,1,Hectares,1072,Hectares,-,Hectares,-,Hectares,-,Hectares,118,Hectares,-,Hectares,2,Hectares,-,Hectares,...,Hectares,-,Hectares,2015,Hectares,2015,Hectares,-,Hectares,...,Hectares,70500,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,168,Hectares,-,Hectares,-,Hectares,105,Hectares,9,Hectares,-,Hectares,-,Hectares,7745,Hectares,421,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,329,Hectares,3,Hectares,8,Hectares,-,Hectares,1,Hectares,-,Hectares,4433,Hectares,-,Hectares,2,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,2914,Hectares,256,Hectares,167,Hectares,22,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35027,592,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,35,Hectares,-,Hectares,48,Hectares,-,Hectares,-,Hectares,-,Hectares,186,Hectares,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,618,Hectares,618,Hectares,-,Hectares,...,Hectares,103650,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,40,Hectares,-,Hectares,-,Hectares,50,Hectares,12,Hectares,-,Hectares,-,Hectares,11482,Hectares,93,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1616,Hectares,102,Hectares,13,Hectares,-,Hectares,-,Hectares,-,Hectares,6760,Hectares,-,Hectares,7,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10420,Hectares,325,Hectares,152,Hectares,40,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35028,18,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,1,Hectares,-,Hectares,-,Hectares,123,Hectares,68,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,57,Hectares,57,Hectares,-,Hectares,...,Hectares,144130,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,230,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,6287,Hectares,12,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1091,Hectares,-,Hectares,12,Hectares,-,Hectares,34,Hectares,-,Hectares,5845,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1919,Hectares,70,Hectares,190,Hectares,12,Hectares,20,Hectares,-,Hectares,-,Hectares,11,Hectares,12,2020
35029,398,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,541,Hectares,-,Hectares,39,Hectares,-,Hectares,-,Hectares,-,Hectares,130,Hectares,-,Hectares,358,Hectares,65,Hectares,...,Hectares,-,Hectares,853,Hectares,853,Hectares,-,Hectares,...,Hectares,57571,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,487,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,11919,Hectares,122,Hectares,-,Hectares,-,Hectares,-,Hectares,9,Hectares,-,Hectares,494,Hectares,231,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12890,Hectares,-,Hectares,24,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,11650,Hectares,426,Hectares,230,Hectares,62,Hectares,537,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35030,380,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,100,Hectares,-,Hectares,-,Hectares,144,Hectares,214,Hectares,102,Hectares,5435,Hectares,478,Hectares,...,Hectares,-,Hectares,43185,Hectares,43185,Hectares,-,Hectares,...,Hectares,80720,Hectares,...,Hectares,3,Hectares,-,Hectares,1782,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5120,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,24835,Hectares,342,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,720,Hectares,154,Hectares,52,Hectares,-,Hectares,-,Hectares,-,Hectares,30530,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,17690,Hectares,900,Hectares,583,Hectares,143,Hectares,150,Hectares,-,Hectares,-,Hectares,-,Hectares,54,2020
35031,962,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,170,Hectares,-,Hectares,-,Hectares,3,Hectares,-,Hectares,-,Hectares,164,Hectares,35,Hectares,404,Hectares,-,Hectares,...,Hectares,-,Hectares,1403,Hectares,1403,Hectares,-,Hectares,...,Hectares,31831,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,454,Hectares,-,Hectares,-,Hectares,-,Hectares,62,Hectares,-,Hectares,-,Hectares,22269,Hectares,2640,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4967,Hectares,312,Hectares,58,Hectares,-,Hectares,-,Hectares,-,Hectares,9880,Hectares,-,Hectares,40,Hectares,5,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,9650,Hectares,-,Hectares,455,Hectares,585,Hectares,1000,Hectares,-,Hectares,-,Hectares,-,Hectares,10,2020
35032,166,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,178,Hectares,31,Hectares,370,Hectares,-,Hectares,...,Hectares,-,Hectares,709,Hectares,709,Hectares,-,Hectares,...,Hectares,40390,Hectares,...,Hectares,85,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,712,Hectares,385,Hectares,-,Hectares,295,Hectares,699,Hectares,-,Hectares,-,Hectares,1046,Hectares,123,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,468,Hectares,38,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,6527,Hectares,3,Hectares,-,Hectares,-,Hectares,95,Hectares,-,Hectares,-,Hectares,-,Hectares,3840,Hectares,20,Hectares,18,Hectares,504,Hectares,210,Hectares,10,Hectares,-,Hectares,-,Hectares,1081,2020
35033,170,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4,Hectares,14,Hectares,-,Hectares,141,Hectares,11,Hectares,460,Hectares,-,Hectares,...,Hectares,-,Hectares,7188,Hectares,7188,Hectares,-,Hectares,...,Hectares,2118,Hectares,...,Hectares,12,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,400,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,1320,Hectares,38,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,41,Hectares,90,Hectares,4,Hectares,-,Hectares,-,Hectares,-,Hectares,5840,Hectares,3,Hectares,17,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,1858,Hectares,3,Hectares,220,Hectares,94,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,24,2020
35034,6,Hectares,1,Hectares,-,Hectares,...,Hectares,-,Hectares,72,Hectares,-,Hectares,4416,Hectares,-,Hectares,-,Hectares,-,Hectares,90,Hectares,32,Hectares,-,Hectares,1147,Hectares,...,Hectares,-,Hectares,506,Hectares,506,Hectares,-,Hectares,...,Hectares,98150,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,110,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,4,Hectares,17,Hectares,-,Hectares,-,Hectares,-,Hectares,57,Hectares,30,Hectares,149,Hectares,258,Hectares,34,Hectares,-,Hectares,74,Hectares,-,Hectares,759,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,880,Hectares,-,Hectares,16,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,3565,Hectares,161,2020
35035,-,Hectares,60,Hectares,-,Hectares,...,Hectares,-,Hectares,160,Hectares,-,Hectares,3815,Hectares,-,Hectares,-,Hectares,-,Hectares,362,Hectares,410,Hectares,-,Hectares,762,Hectares,...,Hectares,-,Hectares,4298,Hectares,4273,Hectares,25,Hectares,...,Hectares,77639,Hectares,...,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,28,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,400,Hectares,-,Hectares,-,Hectares,-,Hectares,17,Hectares,-,Hectares,-,Hectares,11,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,127,Hectares,-,Hectares,1408,Hectares,41,Hectares,275,Hectares,-,Hectares,142,Hectares,5,Hectares,4032,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,4710,Hectares,-,Hectares,5,Hectares,92,Hectares,-,Hectares,-,Hectares,-,Hectares,416,Hectares,10,2020
35036,3,Hectares,27,Hectares,-,Hectares,...,Hectares,-,Hectares,1410,Hectares,-,Hectares,18743,Hectares,-,Hectares,-,Hectares,-,Hectares,161,Hectares,4521,Hectares,-,Hectares,2703,Hectares,...,Hectares,-,Hectares,449,Hectares,449,Hectares,-,Hectares,...,Hectares,314283,Hectares,...,Hectares,15,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,254,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,322,Hectares,-,Hectares,-,Hectares,-,Hectares,59,Hectares,-,Hectares,-,Hectares,26,Hectares,38,Hectares,-,Hectares,-,Hectares,-,Hectares,43,Hectares,-,Hectares,15781,Hectares,89,Hectares,17,Hectares,-,Hectares,546,Hectares,-,Hectares,51817,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,60101,Hectares,150,Hectares,14,Hectares,195,Hectares,-,Hectares,-,Hectares,-,Hectares,167,Hectares,13,2020
35037,144,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,16806,Hectares,-,Hectares,-,Hectares,-,Hectares,74,Hectares,723,Hectares,-,Hectares,1847,Hectares,...,Hectares,-,Hectares,723,Hectares,723,Hectares,-,Hectares,...,Hectares,46710,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,10,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,12,Hectares,-,Hectares,4832,Hectares,-,Hectares,32,Hectares,-,Hectares,190,Hectares,-,Hectares,2730,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1700,Hectares,-,Hectares,6,Hectares,12,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35038,103,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,12484,Hectares,-,Hectares,300,Hectares,-,Hectares,18,Hectares,11,Hectares,-,Hectares,1848,Hectares,...,Hectares,-,Hectares,24039,Hectares,24039,Hectares,-,Hectares,...,Hectares,25383,Hectares,...,Hectares,6,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,11,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,101,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,3396,Hectares,98,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8229,Hectares,125,Hectares,250,Hectares,-,Hectares,605,Hectares,-,Hectares,9720,Hectares,-,Hectares,60,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7900,Hectares,-,Hectares,16,Hectares,54,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,2020
35039,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,8775,Hectares,352,Hectares,1899,Hectares,-,Hectares,333,Hectares,315,Hectares,-,Hectares,124,Hectares,...,Hectares,-,Hectares,396,Hectares,396,Hectares,-,Hectares,...,Hectares,226587,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,121,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,718,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,674,Hectares,17,Hectares,-,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,7137,Hectares,24,Hectares,2,Hectares,-,Hectares,215,Hectares,-,Hectares,156716,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,180943,Hectares,2070,Hectares,-,Hectares,14,Hectares,900,Hectares,-,Hectares,-,Hectares,2,Hectares,5,2020
35040,535,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,466,Hectares,-,Hectares,2623,Hectares,-,Hectares,69,Hectares,-,Hectares,200,Hectares,-,Hectares,...,Hectares,-,Hectares,16961,Hectares,16961,Hectares,-,Hectares,...,Hectares,101185,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,7137,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,16221,Hectares,140,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2907,Hectares,105,Hectares,13,Hectares,-,Hectares,1250,Hectares,-,Hectares,69679,Hectares,-,Hectares,110,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,107773,Hectares,5690,Hectares,157,Hectares,44,Hectares,3357,Hectares,-,Hectares,-,Hectares,40,Hectares,-,2020
35041,63,Hectares,3,Hectares,-,Hectares,...,Hectares,-,Hectares,1650,Hectares,2,Hectares,2,Hectares,310,Hectares,3550,Hectares,-,Hectares,259,Hectares,219,Hectares,3789,Hectares,-,Hectares,...,Hectares,-,Hectares,1520,Hectares,1520,Hectares,-,Hectares,...,Hectares,2982,Hectares,...,Hectares,142,Hectares,-,Hectares,153,Hectares,-,Hectares,2266,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,26818,Hectares,4,Hectares,-,Hectares,-,Hectares,5,Hectares,-,Hectares,-,Hectares,7474,Hectares,64,Hectares,-,Hectares,35,Hectares,-,Hectares,2,Hectares,-,Hectares,146,Hectares,15,Hectares,64,Hectares,-,Hectares,379,Hectares,-,Hectares,102521,Hectares,-,Hectares,-,Hectares,3,Hectares,22,Hectares,-,Hectares,-,Hectares,-,Hectares,224600,Hectares,10025,Hectares,357,Hectares,2108,Hectares,86855,Hectares,2200,Hectares,-,Hectares,-,Hectares,18,2020
35042,-,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,216,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,-,Hectares,229,Hectares,-,Hectares,1350,Hectares,-,Hectares,...,Hectares,-,Hectares,37,Hectares,37,Hectares,-,Hectares,...,Hectares,7950,Hectares,...,Hectares,25,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,2443,Hectares,1,Hectares,-,Hectares,-,Hectares,7,Hectares,-,Hectares,-,Hectares,11681,Hectares,305,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,582,Hectares,-,Hectares,43,Hectares,-,Hectares,735,Hectares,-,Hectares,27750,Hectares,-,Hectares,-,Hectares,2,Hectares,5,Hectares,-,Hectares,-,Hectares,-,Hectares,37550,Hectares,4600,Hectares,290,Hectares,44,Hectares,5850,Hectares,100,Hectares,-,Hectares,-,Hectares,101,2020
35043,1,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,50,Hectares,2,Hectares,150,Hectares,-,Hectares,...,Hectares,-,Hectares,28,Hectares,28,Hectares,-,Hectares,...,Hectares,40709,Hectares,...,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,747,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1682,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,157,Hectares,2,Hectares,54,Hectares,-,Hectares,10,Hectares,-,Hectares,13445,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,8510,Hectares,80,Hectares,10,Hectares,15,Hectares,100,Hectares,-,Hectares,-,Hectares,-,Hectares,6,2020
35044,13,Hectares,8,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,2,Hectares,1,Hectares,71,Hectares,-,Hectares,-,Hectares,274,Hectares,138,Hectares,263,Hectares,-,Hectares,...,Hectares,-,Hectares,8,Hectares,8,Hectares,-,Hectares,...,Hectares,127,Hectares,...,Hectares,266,Hectares,-,Hectares,203,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,5709,Hectares,3,Hectares,-,Hectares,-,Hectares,13,Hectares,-,Hectares,-,Hectares,1536,Hectares,19,Hectares,-,Hectares,68,Hectares,-,Hectares,-,Hectares,-,Hectares,222,Hectares,-,Hectares,81,Hectares,-,Hectares,39,Hectares,-,Hectares,31365,Hectares,-,Hectares,324,Hectares,8,Hectares,635,Hectares,-,Hectares,-,Hectares,-,Hectares,26780,Hectares,51,Hectares,60,Hectares,2163,Hectares,10580,Hectares,-,Hectares,-,Hectares,-,Hectares,77,2020
35045,38,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,6,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,244,Hectares,243,Hectares,1342,Hectares,-,Hectares,...,Hectares,-,Hectares,3,Hectares,3,Hectares,-,Hectares,...,Hectares,-,Hectares,...,Hectares,980,Hectares,-,Hectares,850,Hectares,-,Hectares,-,Hectares,120,Hectares,-,Hectares,-,Hectares,-,Hectares,20,Hectares,-,Hectares,2510,Hectares,-,Hectares,-,Hectares,-,Hectares,9,Hectares,-,Hectares,-,Hectares,520,Hectares,24,Hectares,-,Hectares,23,Hectares,-,Hectares,-,Hectares,-,Hectares,185,Hectares,-,Hectares,140,Hectares,-,Hectares,60,Hectares,-,Hectares,20000,Hectares,-,Hectares,280,Hectares,23,Hectares,111,Hectares,-,Hectares,-,Hectares,-,Hectares,16950,Hectares,-,Hectares,808,Hectares,294,Hectares,5850,Hectares,-,Hectares,-,Hectares,-,Hectares,2025,2020
35046,6,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,-,Hectares,2,Hectares,-,Hectares,-,Hectares,-,Hectares,6,Hectares,111,Hectares,9,Hectares,-,Hectares,-,Hectares,...,Hectares,-,Hectares,111,Hectares,111,Hectares,-,Hectares,...,Hectares,19487,Hectares,...,Hectares,63,Hectares,-,Hectares,35,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1105,Hectares,-,Hectares,-,Hectares,-,Hectares,83,Hectares,-,Hectares,-,Hectares,3389,Hectares,130,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,-,Hectares,1361,Hectares,6,Hectares,45,Hectares,-,Hectares,410,Hectares,-,Hectares,9740,Hectares,-,Hectares,-,Hectares,-,Hectares,47,Hectares,-,Hectares,-,Hectares,-,Hectares,6590,Hectares,95,Hectares,362,Hectares,58,Hectares,1588,Hectares,-,Hectares,-,Hectares,-,Hectares,699,2020
