cod_regiao;Abacate;;Abacaxi*;;Açaí;;Alfafa fenada;;Algodão arbóreo (em caroço);;Algodão herbáceo (em caroço);;Alho;;Amendoim (em casca);;Arroz (em casca);;Aveia (em grão);;Azeitona;;Banana (cacho);;Batata-doce;;Batata-inglesa;;Borracha (látex coagulado);;Borracha (látex líquido);;Cacau (em amêndoa);;Café (em grão) Total;;Café (em grão) Arábica;;Café (em grão) Canephora;;Caju;;Cana-de-açúcar;;Cana para forragem;;Caqui;;Castanha de caju;;Cebola;;Centeio (em grão);;Cevada (em grão);;Chá-da-índia (folha verde);;Coco-da-baía*;;Dendê (cacho de coco);;Erva-mate (folha verde);;Ervilha (em grão);;Fava (em grão);;Feijão (em grão);;Figo;;Fumo (em folha);;Girassol (em grão);;Goiaba;;Guaraná (semente);;Juta (fibra);;Laranja;;Limão;;Linho (semente);;Maçã;;Malva (fibra);;Mamão;;Mamona (baga);;Mandioca;;Manga;;Maracujá;;Marmelo;;Melancia;;Melão;;Milho (em grão);;Noz (fruto seco);;Palmito;;Pera;;Pêssego;;Pimenta-do-reino;;Rami (fibra);;Sisal ou agave (fibra);;Soja (em grão);;Sorgo (em grão);;Tangerina;;Tomate;;Trigo (em grão);;Triticale (em grão);;Tungue (fruto seco);;Urucum (semente);;Uva;
35034;15000;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1500;Quilogramas por Hectare;-;Quilogramas por Hectare;2838;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;21311;Quilogramas por Hectare;23625;Quilogramas por Hectare;-;Quilogramas por Hectare;2263;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;874;Quilogramas por Hectare;874;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;67570;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;11019;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20000;Quilogramas por Hectare;22059;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;47965;Quilogramas por Hectare;1100;Quilogramas por Hectare;21268;Quilogramas por Hectare;12914;Quilogramas por Hectare;14559;Quilogramas por Hectare;-;Quilogramas por Hectare;27568;Quilogramas por Hectare;-;Quilogramas por Hectare;3742;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2789;Quilogramas por Hectare;-;Quilogramas por Hectare;18143;Quilogramas por Hectare;51000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;970;Quilogramas por Hectare;21634;Quilogramas por Hectare
35035;-;Quilogramas por Hectare;29000;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;2888;Quilogramas por Hectare;-;Quilogramas por Hectare;3542;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;18680;Quilogramas por Hectare;15993;Quilogramas por Hectare;-;Quilogramas por Hectare;2539;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1038;Quilogramas por Hectare;1033;Quilogramas por Hectare;1840;Quilogramas por Hectare;...;Quilogramas por Hectare;70733;Quilogramas por Hectare;...;Quilogramas por Hectare;23000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15500;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1210;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;23176;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;30000;Quilogramas por Hectare;27000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;36827;Quilogramas por Hectare;-;Quilogramas por Hectare;22588;Quilogramas por Hectare;13390;Quilogramas por Hectare;19207;Quilogramas por Hectare;-;Quilogramas por Hectare;30711;Quilogramas por Hectare;11000;Quilogramas por Hectare;4503;Quilogramas por Hectare;-;Quilogramas por Hectare;2500;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2136;Quilogramas por Hectare;-;Quilogramas por Hectare;22000;Quilogramas por Hectare;79620;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1957;Quilogramas por Hectare;16200;Quilogramas por Hectare
35036;23000;Quilogramas por Hectare;19259;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;2564;Quilogramas por Hectare;-;Quilogramas por Hectare;3767;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22671;Quilogramas por Hectare;17096;Quilogramas por Hectare;-;Quilogramas por Hectare;2874;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1089;Quilogramas por Hectare;1089;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;75931;Quilogramas por Hectare;...;Quilogramas por Hectare;8733;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;10437;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1904;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22017;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15577;Quilogramas por Hectare;30105;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;37279;Quilogramas por Hectare;-;Quilogramas por Hectare;25235;Quilogramas por Hectare;13090;Quilogramas por Hectare;19882;Quilogramas por Hectare;-;Quilogramas por Hectare;25445;Quilogramas por Hectare;-;Quilogramas por Hectare;3891;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;11000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2964;Quilogramas por Hectare;3200;Quilogramas por Hectare;11500;Quilogramas por Hectare;54138;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1108;Quilogramas por Hectare;6077;Quilogramas por Hectare
35037;31458;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4108;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;16392;Quilogramas por Hectare;21084;Quilogramas por Hectare;-;Quilogramas por Hectare;1986;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1322;Quilogramas por Hectare;1322;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;70818;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;16000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1120;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;24400;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;25000;Quilogramas por Hectare;-;Quilogramas por Hectare;22165;Quilogramas por Hectare;-;Quilogramas por Hectare;21875;Quilogramas por Hectare;-;Quilogramas por Hectare;25000;Quilogramas por Hectare;-;Quilogramas por Hectare;3586;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2850;Quilogramas por Hectare;-;Quilogramas por Hectare;23500;Quilogramas por Hectare;81667;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35038;19670;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3936;Quilogramas por Hectare;-;Quilogramas por Hectare;1793;Quilogramas por Hectare;-;Quilogramas por Hectare;10667;Quilogramas por Hectare;14364;Quilogramas por Hectare;-;Quilogramas por Hectare;1896;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1369;Quilogramas por Hectare;1369;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;77035;Quilogramas por Hectare;...;Quilogramas por Hectare;7833;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;8545;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1228;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;42459;Quilogramas por Hectare;36408;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;23433;Quilogramas por Hectare;10560;Quilogramas por Hectare;12184;Quilogramas por Hectare;-;Quilogramas por Hectare;24795;Quilogramas por Hectare;-;Quilogramas por Hectare;4283;Quilogramas por Hectare;-;Quilogramas por Hectare;6100;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2676;Quilogramas por Hectare;-;Quilogramas por Hectare;10563;Quilogramas por Hectare;43722;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare
35039;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3734;Quilogramas por Hectare;6551;Quilogramas por Hectare;1807;Quilogramas por Hectare;-;Quilogramas por Hectare;26303;Quilogramas por Hectare;18032;Quilogramas por Hectare;-;Quilogramas por Hectare;2895;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1114;Quilogramas por Hectare;1114;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;79052;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2382;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;34393;Quilogramas por Hectare;10294;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;29000;Quilogramas por Hectare;-;Quilogramas por Hectare;27387;Quilogramas por Hectare;21208;Quilogramas por Hectare;15000;Quilogramas por Hectare;-;Quilogramas por Hectare;28372;Quilogramas por Hectare;-;Quilogramas por Hectare;4010;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3193;Quilogramas por Hectare;2404;Quilogramas por Hectare;-;Quilogramas por Hectare;48571;Quilogramas por Hectare;2343;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1000;Quilogramas por Hectare;12000;Quilogramas por Hectare
35040;22850;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2873;Quilogramas por Hectare;-;Quilogramas por Hectare;1500;Quilogramas por Hectare;-;Quilogramas por Hectare;21609;Quilogramas por Hectare;-;Quilogramas por Hectare;35000;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1610;Quilogramas por Hectare;1610;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;77026;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;10000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2307;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;38184;Quilogramas por Hectare;25500;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;24853;Quilogramas por Hectare;10952;Quilogramas por Hectare;17538;Quilogramas por Hectare;-;Quilogramas por Hectare;25400;Quilogramas por Hectare;-;Quilogramas por Hectare;5040;Quilogramas por Hectare;-;Quilogramas por Hectare;2991;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3150;Quilogramas por Hectare;3745;Quilogramas por Hectare;24000;Quilogramas por Hectare;109182;Quilogramas por Hectare;2651;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1200;Quilogramas por Hectare;-;Quilogramas por Hectare
35041;19254;Quilogramas por Hectare;11000;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;4473;Quilogramas por Hectare;1500;Quilogramas por Hectare;5000;Quilogramas por Hectare;4761;Quilogramas por Hectare;3287;Quilogramas por Hectare;-;Quilogramas por Hectare;22305;Quilogramas por Hectare;30991;Quilogramas por Hectare;41955;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;2077;Quilogramas por Hectare;2077;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;78387;Quilogramas por Hectare;...;Quilogramas por Hectare;33169;Quilogramas por Hectare;-;Quilogramas por Hectare;36595;Quilogramas por Hectare;-;Quilogramas por Hectare;5848;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3351;Quilogramas por Hectare;18000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;31000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;52396;Quilogramas por Hectare;33563;Quilogramas por Hectare;-;Quilogramas por Hectare;40000;Quilogramas por Hectare;-;Quilogramas por Hectare;30000;Quilogramas por Hectare;-;Quilogramas por Hectare;26342;Quilogramas por Hectare;9200;Quilogramas por Hectare;16641;Quilogramas por Hectare;-;Quilogramas por Hectare;17029;Quilogramas por Hectare;-;Quilogramas por Hectare;6884;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;13000;Quilogramas por Hectare;19091;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3830;Quilogramas por Hectare;3437;Quilogramas por Hectare;26216;Quilogramas por Hectare;84757;Quilogramas por Hectare;3005;Quilogramas por Hectare;3445;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15611;Quilogramas por Hectare
35042;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;4125;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2833;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22384;Quilogramas por Hectare;-;Quilogramas por Hectare;34104;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1865;Quilogramas por Hectare;1865;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;80503;Quilogramas por Hectare;...;Quilogramas por Hectare;23000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2531;Quilogramas por Hectare;17000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;23000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;45347;Quilogramas por Hectare;55656;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20258;Quilogramas por Hectare;-;Quilogramas por Hectare;24279;Quilogramas por Hectare;-;Quilogramas por Hectare;29150;Quilogramas por Hectare;-;Quilogramas por Hectare;6905;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;12500;Quilogramas por Hectare;15000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4101;Quilogramas por Hectare;3196;Quilogramas por Hectare;33621;Quilogramas por Hectare;67841;Quilogramas por Hectare;2940;Quilogramas por Hectare;3000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;25485;Quilogramas por Hectare
35043;20000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;24500;Quilogramas por Hectare;15000;Quilogramas por Hectare;27667;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1357;Quilogramas por Hectare;1357;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;85495;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;1819;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;36207;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;19726;Quilogramas por Hectare;19000;Quilogramas por Hectare;16574;Quilogramas por Hectare;-;Quilogramas por Hectare;35000;Quilogramas por Hectare;-;Quilogramas por Hectare;4857;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3014;Quilogramas por Hectare;4688;Quilogramas por Hectare;25000;Quilogramas por Hectare;82400;Quilogramas por Hectare;3000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;18167;Quilogramas por Hectare
35044;21615;Quilogramas por Hectare;18375;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3500;Quilogramas por Hectare;2000;Quilogramas por Hectare;2324;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;18719;Quilogramas por Hectare;18094;Quilogramas por Hectare;39460;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;875;Quilogramas por Hectare;875;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;63937;Quilogramas por Hectare;...;Quilogramas por Hectare;25996;Quilogramas por Hectare;-;Quilogramas por Hectare;26512;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2916;Quilogramas por Hectare;18000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;17538;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;67074;Quilogramas por Hectare;26684;Quilogramas por Hectare;-;Quilogramas por Hectare;32956;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;22104;Quilogramas por Hectare;-;Quilogramas por Hectare;19531;Quilogramas por Hectare;-;Quilogramas por Hectare;29846;Quilogramas por Hectare;-;Quilogramas por Hectare;5692;Quilogramas por Hectare;-;Quilogramas por Hectare;5012;Quilogramas por Hectare;12375;Quilogramas por Hectare;27992;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4273;Quilogramas por Hectare;3000;Quilogramas por Hectare;28100;Quilogramas por Hectare;72122;Quilogramas por Hectare;2777;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;20182;Quilogramas por Hectare
35045;25105;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;7000;Quilogramas por Hectare;-;Quilogramas por Hectare;3000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;12922;Quilogramas por Hectare;17695;Quilogramas por Hectare;28963;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1667;Quilogramas por Hectare;1667;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;29485;Quilogramas por Hectare;-;Quilogramas por Hectare;35706;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3000;Quilogramas por Hectare;-;Quilogramas por Hectare;2447;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;21333;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;30906;Quilogramas por Hectare;21833;Quilogramas por Hectare;-;Quilogramas por Hectare;16739;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;21849;Quilogramas por Hectare;-;Quilogramas por Hectare;17000;Quilogramas por Hectare;-;Quilogramas por Hectare;30000;Quilogramas por Hectare;-;Quilogramas por Hectare;7770;Quilogramas por Hectare;-;Quilogramas por Hectare;6000;Quilogramas por Hectare;14783;Quilogramas por Hectare;19676;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;4263;Quilogramas por Hectare;-;Quilogramas por Hectare;31678;Quilogramas por Hectare;89595;Quilogramas por Hectare;2940;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;25421;Quilogramas por Hectare
35046;18167;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;5000;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3000;Quilogramas por Hectare;18784;Quilogramas por Hectare;17889;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;-;Quilogramas por Hectare;1387;Quilogramas por Hectare;1387;Quilogramas por Hectare;-;Quilogramas por Hectare;...;Quilogramas por Hectare;79597;Quilogramas por Hectare;...;Quilogramas por Hectare;26286;Quilogramas por Hectare;-;Quilogramas por Hectare;25429;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;2310;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;19880;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;33400;Quilogramas por Hectare;23254;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;16149;Quilogramas por Hectare;18000;Quilogramas por Hectare;17800;Quilogramas por Hectare;-;Quilogramas por Hectare;25739;Quilogramas por Hectare;-;Quilogramas por Hectare;5700;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;15532;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;3352;Quilogramas por Hectare;4000;Quilogramas por Hectare;31006;Quilogramas por Hectare;69724;Quilogramas por Hectare;2603;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;-;Quilogramas por Hectare;13750;Quilogramas por Hectare
